1.wav|poh-cin1 e=su tsy=we nyu=in1 tshe=zih
1710.wav|non geh zon non-zan khe sy chih chi le=chih tau=yi le 'leh
1711.wav|lau=tsau a1-'la geh-zen-kuaon1 cian=peh=non thin ngu
1712.wav|te khau=ciu tau-na nen keh ngu
1713.wav|a1-'la lah=lah lon=daon bu=de li , ziu lon=daon li sian1=geh
1714.wav|na-nen=cia chih=fah
1715.wav|khau=ciu geh-nen , ghon-zo
1716.wav|pa=nge kon=daon
1717.wav|yi geh-gheh li sian1 tih , ziu=zy cian , zo=tsih pa=nge daon chih tsy
1718.wav|yeu paon=non zy na-nen keh , yan=koe1
1719.wav|daon=tseh vah kuoe noe=noe-nyu=nyu
172.wav|deu=tsy=vah , zeh tsi laon da-cia1 ze=lah=lah wu=sian1 geh ten-yu zy sin1=li sian1=ze lau min=bah geh ten-yu tan=tha=jih jioe=vah
1720.wav|noe-gheh gha-hau , nyu-gheh gha-hau
1721.wav|ze-chi , ze=vah=zyu geh-gheh sau-gheh , chiuih=sau vah 'leh-ku
1722.wav|noe=don=tsy nyin-ka1 kaon-chi-le e-yau , noe-gheh vah hau=chih zo-yih a
1723.wav|e-yau , geh-gheh ma noe-gheh ma , chih di geh ma vah hau-ku , vah zy-ku
1724.wav|te yan-sen1 tsy1=dau le kaon-chi-le zy nyi
1725.wav|daon iau1=chih nge , daon noe-nyu
1726.wav|keh=meh te-yu ngu le kaon-chi-le nyi , ngu theh=bih huoe=shi chih di geh ih le , vah huoe=shi chih ghe geh
1727.wav|tau=yi le moh=zi we=tsy , ngu gha huoe=shi chih di geh
1728.wav|de=zy nyi , ziu yeu-yu zy-cia1 nyi ziu=zy cian , geh
1729.wav|ziu=zy nyin-ka1 kaon-chi-le , chih di geh gha-iau1 shiuih=kuoe iau1=vah hau-ku
173.wav|waon 'lau-sy non-kaon te=vah
1730.wav|theh , theh ku=fen1 'leh
1731.wav|tsin-lian gha sau=chih di sau=chih ghe
1732.wav|non yi=le kaon-tau geh chih a , a1-'la yi=le non-kaon tau chih , yeu=daon
1733.wav|yi=le geh-gheh daon a , lah=lah a1-'la san1=weh taon=tson1 li=vah khe=geh
1734.wav|yeu-ji zy zaon=he nyin
1735.wav|zian ngu oh=li sian1=geh tshe , meh tseh1 tshe
1736.wav|ze=iau1 pa=daon
1737.wav|nyin-ka1 cian tshau=tshin1=tshe pa=yi
1738.wav|a1-'la zyu='leh pa=yi , gha-iau1 pa=nge daon
1739.wav|vah shiau=teh sah dau=li , i=cin=zih kue-liau
174.wav|non-kaon 'leh te-gheh ngu zen1-cin ban-zah ci-ku ban=yeu
1740.wav|de=zy oh=li sian1 nyi , yeu ih=yan meh-zy zy vah yon 'leh
1741.wav|de=zy keh=meh meh=si=mi dau , keh=meh ziu=zy yon geh-gheh daon=le pa tsin-chi , a1-'la tson=kue tson=kue geh pa nge=daon
1742.wav|ngu kau1 non-kaon a , chih daon vah zy ghe-tshyu geh , sau pa ih=nge
1743.wav|vi-tsin1 nyi , zian a1-'la oh=li sian1=ngu vi-tsin1 vah chih-gheh
1744.wav|su=i non-kaon geh meh si-vi dau-liau , ziu pa ih=nge geh=tson keh
1745.wav|lau=tsheu1 , geh , si , san1=tsheu1
1746.wav|san1=tsheu1 nyi zoh-yu diau=si=geh
1747.wav|diau=si=geh mi dau geh , ngu yi=le sau=tshe vi-tsin1 vah vah chih-gheh , a1-'la oh=li sian1 vi-tsin1 yi le=khe sy zon=le vah chih vi-tsin1 geh
1748.wav|ziu pa ih=nge=nge san1=tsheu1
1749.wav|pa nge-san1 tsheu1 nyi , ziu diau-vi dau , diau=ti si=ti geh , ziu khu=i 'leh
175.wav|ih=dau chi , tau geh-gheh kon1=sy1 chi
1750.wav|non-kaon te 'leh
1751.wav|yi=le nyi , a1-'la vi-tsin1 ze=vah chih-liau
1752.wav|keh=meh vi-tsin1 we sah dau=li vah chih nyi , in1=we zeu=tau 'leh yi le geh si1=zoe , cian vi-tsin1 chih-liau vah hau
1753.wav|te=vah , de=zy ngu gha-meh ciah-zah sah=vah=hau , in1=we yi geh-gheh si1=zoe nyi ze kaon-non hau-ku , in1=we yi zy lian-zeh tsu-ku , chih-liau te-nyin thi=meh=ghe
1754.wav|keh=meh de=sah dau=li , ngu gha vah chih-liau nyi
1755.wav|in1=we ngu chih-gho le-nyi , ciah-zah , chiah=zeh chih-liau i gheu nyi tsyu-pa1 we tih koe1 , su=i ngu nyi , gha-ziu vah chih-liau
1756.wav|keh=meh su=i non-kaon geh ih-yan-gheh , yi=le ngu su=we sah dau=li nyi
1757.wav|kon=tsian=yeu meh=sau
1758.wav|in1=we yi cian kon=tsian=yeu nyi , jin=jin zy , ih=tson tsian=seh
1759.wav|chi=nge=liau tsoh=yon
176.wav|ngu ban=yeu lau tshon=don geh
1760.wav|si-vi nyi , ghe-zy san1=tsheu1 si-vi , mi-dau si
1761.wav|sah=geh loh-nyuih waon=geh , loh-nyuih si a
1762.wav|sah=meh theh=si a
1763.wav|geh=tson min=zy chi tih le ze=zy si
1764.wav|yi yeu iau1-gheh tsy=piau
1765.wav|ciau ih tsah1 sah=geh tsy=piau , ngu cian=vah tshin1=saon , fe1=tsen1 yi dah tau ih=ti lian , ziu lau=si lau=si 'leh
1766.wav|ih-pe-sin da-ke zy lin ti=tshih
1767.wav|te=vah , zan=yeu ma khu=i ma=tau ih=ti lin
1768.wav|de=zy ih=ti nyi-ku tsy=piau nyi ziu=zy cian yi zy si du ziu=zy lau=kau1 'leh
1769.wav|ciau oe=ci1=soe1 vah teh ciau-ku sah tsy=piau
177.wav|lau=waon khu=i geh , yi cian
1770.wav|su=i nyi , a1-'la kaon-chi-le zy kaon-chi-le vi-tsin1 vah chih-gheh
1771.wav|de=zy non kaon=kaon kaon-gheh , yon tsian=yeu chi diau=si
1772.wav|zeh tsi laon tsian=yeu li sian1 yi ziu=zy ka1-ku vi-tsin1 , ziu=zy vi-tsin1 peh1-ku diau 'leh-ku di=faon , tau tsian=yeu li sian1-chi 'leh r=i , zeh tsi laon sian1 a1-'la ghe-zy lah lah chih vi-tsin1
1773.wav|in1=we tsian=yeu li sian1 nyin-ka1 nyi khen=din pa=geh , su=i non bin=zan sah=geh ci tsin1 vi-tsin1 geh=tson meh-zy vah iau1 tse=chih 'leh ziu=zy cian
1774.wav|si tsian=yeu li sian1 pen=sen1 zy yeu-ku , yeu=ti geh
1775.wav|yi yi yi geh li sian1 nyi
1776.wav|te-yu a1-'la kaon-chi-le , non kaon-chi-le , geh
1777.wav|non vah chih , e-yau diau=vah=tsheh si-vi le 'leh , te=vah , sau=sau pa ih=nge , khu=i geh , chih ghe-zy khu=i geh
1778.wav|te-yu geh-gheh chih-gheh kaon-chi-le zy-ku , zy kaon-ciu ih=nge
1779.wav|koh faon=mi a , in1 we=te nyin-thi , non shiau-teh-gheh
178.wav|sian deu=tsy tseh1 ve=ti
1780.wav|chih meh-zy , yi=le geh nyin geh , non shiau=teh ze=nyi chin ho-liau , san1-mau-bin a , chih theh=tu1 'leh
1781.wav|ze , ze=yin=yan ze ku-zen 'leh
1782.wav|ze=zy , chih chi=le zy , tsen1-ku thi1=thi1 fah , kua=vah , zaon=he theh=bih chih-gheh meh-zy tu1
1783.wav|yi=le non-kaon tau chih
1784.wav|ngu yi=le ze-kaon , geh yan meh-zy gha vah hau=chih , e1=yan meh-zy gha vah hau=chih
1785.wav|de=zy nyin-ka1 yi=le vi=sen li sian1=lah=lah khoe1 ven=tsaon1 di-tsheh-le
1786.wav|ze-kaon chih-liau vah hau , ze-kaon chih-liau yeu-ghe , teh na-nen we tih zeu=min=we tih yi-zan
1787.wav|ne=meh ne=dau zeu=min yi-zan kau1 chih=meh kue=yi ma
1788.wav|geh ngu gha lon vah ton le
1789.wav|'na , zaon=he lah=lah , zaon=he zy-ku zeu=min lah=lah zi=kueh kaon-chi-le chiah=zeh zy yi-zan 'leh
179.wav|deu=tsy tseh1 ve=ti
1790.wav|de=zy yi ne=dau cian chih
1791.wav|chih-liau vah ji=khaon1 , chih-liau sah=geh
1792.wav|e iu1 , nyeu=na ma se1=ziu=tshin=oe , keh=meh tsyu1=nyoh ma seu=nyoh=tsin1 'leh
1793.wav|ne men chih chih chih chih , nyin tau=zy ze chih-liau tsan=zeu 'leh ma
1794.wav|yi geh-gheh li sian1 na-nen kaon-fah nyi
1795.wav|vah zian lau=tsau , nyin-ka1 ih tsah1 tsyu1=lu yan ih=nyi
1796.wav|non-kaon tshin1=nyi , yi=le ih tsah1 tsyu1=lu yan se1-ku ghau=deu
1797.wav|yi la zy cih=su
1798.wav|cih=su chih , yi=le peh 'na ze ze=yeu ti=sah , yi la iau1 ze=tshau=phiau ia
1799.wav|ze=tshau=phiau ma
18.wav|kaon-gheh sah=geh sin-thoh , sah=geh pau=pen pau=sih , yi=le we=shi 'leh , sah dau=li nyi , sin-thoh chiu pi-non yi=le cin1=yon noe
180.wav|geh ve=ti zy tseh-kaon1 vah=shiau=sah di-faon-gheh yi cian , ngu yeu ve=ti
1800.wav|non khoe1=khoe1 yi=le
1801.wav|zaon=he chih-gheh meh-zy , tu1=vah
1802.wav|weh=geh , soe1=geh , di=soe1=khu-lah ze-yeu-gheh , tseh1=iau1 non sian=chih a li geh di=faon laon sian1 geh tshe , ze=yeu
1803.wav|ngu ma geh , ngu gha mae huoe=shi chih-gheh
1804.wav|ih-ku nau , sau-vi yeu=ti lah=geh
1805.wav|'me-ku di-faon-gheh nyi , chi zaon=zaon yi
1806.wav|nyin=weh lah=he , vah chih tsu sah
1807.wav|non geh sy1-sian tau-gha mae sin1=zau geh
1808.wav|yi=le geh di=zy=ci1 a
1809.wav|gha lah=lah tau=tshyu pu=son chih
181.wav|geh-gheh tson=ti a
1810.wav|ya=li sian1=yeu taon tsih=moh
1811.wav|tsoe=men cian=maon kon=tshe
1812.wav|su=i yi=le=geh siau=tshin1=nyi a , ih-nyih-tau-ya chi-khoe1 sah di=faon yeu tih maon=kon
1813.wav|tshe , sah di=faon maon=kon ti=sin1
1814.wav|yi la ghe-iau1 sian tih tshoe1
1815.wav|zian ngu zoh meh=tsy , lah=lah sah di=faon a
1816.wav|noe-cin1=lu geh phu=thon1 zeh-daon
1817.wav|ba=de tsu=sah a , vah zy ngu zy-cia1 chi-chih a
1818.wav|ba=de tah nyin-ka1 chi ba phiau=tsy
1819.wav|yeu chih=khah chi-chih
182.wav|keh=meh ngu ven yi le
1820.wav|chih yi le iau1 ba de , ngu gha di=ih=thaon1 ban-zah , na-nen chih ze=iau1 ba=de le
1821.wav|r-tshia1 ghe=e='ne=vah zah we=tsy
1822.wav|tseh1=yeu in1=we iau1 ba=de ma , ziu zau=zen 'leh zy-zan cin=tsan 'leh ma
1823.wav|zy-zan cin=tsan 'leh ma , ziu yeu tih waon=nyeu , yi ciah-zah saon1=saon1 ci1=le 'leh ma
1824.wav|yeu-nyin vah huoe=shi ba=de , huoe=shi yi-zan chih , de=zy yi-zan chih=meh we=tsy a
1825.wav|keh=meh yeu-nyin kau1=non ba hau=le
1826.wav|ba=hau 'ne hau phiau=tsy , taon=zoe non=iau1 non=iau1 fu=ba de=fi=geh
1827.wav|te=vah , ba=de fi=fu peh yi , keh=meh yi ziu 'ne phiau=tsy peh=non , non hau chi-chih 'leh
1828.wav|e , ngu lah=sian=yi le geh chih na-nen we tih
1829.wav|iau1 ba=de , ne=dau chih yeu tih cia cin tsan a
183.wav|non ve=ti khe-liau ci=nyi a
1830.wav|siau=tshin1=nyi ze huoe=shi maon=kon
1831.wav|seu=li sian1 lah chih , ngu tseh=zy=maon ghon-tih , ngu tseh=zy=maon ghon-tih , e-yau
1832.wav|yi=le vah zy-kaon mi dau hau=chih vah hau=chih , maon ghon-tih
1833.wav|non shiau=teh vah
1834.wav|yi=le zy , nyin ze=zy i chih we=tsyu , min=we i=zeh we thi1
1835.wav|su=i chih zy ze li vah khe , tse-kaon yi=le vah kuoe-gheh
1836.wav|lau=lau=sau=sau
1837.wav|gha-sian tshoe1 'leh
1838.wav|tseh1=iau1 yeu tih chi sah meh-zy
1839.wav|ih tsah1 kuaon=kau di=zy li sian1 tseh1 kuaon=kau ih=faon
184.wav|yi cian khe-liau se1=sy=nyi
1840.wav|e-yau , geh tseh1 min=zy zy tsheh , tia=geh , a1-'la men-tsau1 chi-chih chih yi , zaon=zaon mi dau kah
1841.wav|ze chi-gheh ia , a1-'la oh=li sian1 siau-tsia gha zy-ku , nau , geh tseh1 ba=tsy hau=ngu , chih=ve kaon-ciu , nyi=ci=chin ze-kaon ba=tsy
1842.wav|cian ba=tsy , tshoe1 , ze-kaon ba=tsy
1843.wav|yi la geh paon nyin , pi a1-'la sian-liau tshoe1
1844.wav|a1-'la zaon=le , yi=le ghe=vah=sian tshoe1 a
1845.wav|sian=sian tshoe1=vah
1846.wav|non-kaon te-gheh , yi=le geh chih nyi
1847.wav|geh , lau=tsau geh chih ciau uen pau yin , chih=pau ziu khu=i 'leh , yeu tih chih=tsiu vah yon-i 'leh
1848.wav|yi=le zy chih , zy khen=din yeu tih chih
1849.wav|vah de iau1 chih=pau , r-tshia1 yi ze-zau1 tseh=lian lah=lah tsoe=yi , iau1=chih hau-ku , tseh=lian=hau geh , mi dau si=geh
185.wav|ngu cian=ze=vu pau=vah peh ngu khoe1=khoe1
1850.wav|te=vah , zian geh=tson sah meh-zy he=si waon-ng mi
1851.wav|a , sy-seh=pah khue ih=uoe , gha peh1-ku nyi-lian ih=uoe mi ma
1852.wav|lian-diau siau=waon-ng , e , iau1 ma sy-seh=pah khue
1853.wav|si=vah , e , zy si=geh
1854.wav|yi pi-ciau yon sin1=si geh waon-ng le kau1 a1-'la tsu
1855.wav|ngu lau=tsau cian=peh=non thin ngu
1856.wav|ngu gha huoe=shi chih=nyoh ba
1857.wav|tsen1=geh , kah=syu=tsen1 geh , pa=ti soe=miau mi dau=zy tia
1858.wav|geh-zen-kuaon1 , zi ci=nyi geh nyoh , lau=shian1 a
1859.wav|ngu gha huoe=shi tsu ga=tseh geh , ba=diau
186.wav|in1=we ngu tsu=ku ze=vu ma ngu kaon-non zyu=ku cian , non khe-liau se1=sy=nyi
1860.wav|daon=tshu geh=ng , ngu lau huoe=shi chih geh=tson meh-zy geh
1861.wav|yeu daon=tshu ih=le geh , su=i kheu-vi lau=zon=geh , chih di geh , zy=mae lin
1862.wav|poh-cin1 e=su tsy=we nyu=in1 tshe=zih
1863.wav|poh-cin1 e=su tsy=we nyu=in1 tshe=zih
1864.wav|ne-tsau1 noe hau=le , a1-'la lian-ka1-deu yeu hau tshoe1 tshyu1-nyeu pih le
1865.wav|a1-'la ziu kaon-kaon i1-zeh=zyu=ghan
1866.wav|keh=meh ziu ziu kaon-kaon noe , e , liu=yeu=geh zy=thi a , non oh=li sian1 a
1867.wav|ngu ngu oh=li sian1 , yeu-meh e-zah tshah=tshi1
1868.wav|te=vah 'la , ghe-zy siau=le yi geh ia , vah da=geh ia
1869.wav|ngu , keh=meh
187.wav|non ze=vu pau=piau=peh ngu khoe1=khoe1 ngu seu=si1 khoe1=non zen=pen tu1=sau
1870.wav|'na 'na wan-zy fu , fu-tshi1 lian-ka1-deu ma ghe
1871.wav|fu-tshi1 lian-ka1-deu tshen-tshen ma
1872.wav|vah kuoe na-nen ma tson=kue
1873.wav|vah ten oh=li=geh
1874.wav|non geh ten=tau 'na nyu-r oh=li sian1
1875.wav|lu=si yoe=vah 'la , tseu ku=chi
1876.wav|vah yoe , we-khu=i
1877.wav|e , we-khu=i
1878.wav|zyu=ku yoe meh be=fah tseh1=hau ten-'leh non geh tih
1879.wav|yi tau-liau ya=tau ma , ziu zy-cia1 tau zy-cia1=oh=li chi le
188.wav|'me-ku ghau=deu li=zen tu1=sau
1880.wav|non vah iau1=khoe1 , 'na=e1 mi=tih di=doe soe hau-ku
1881.wav|ngu , a1-'la tih di=doe lau-hau-gheh , waon cin1 di=doe
1882.wav|tshih pah-ve ih-ku bin
1883.wav|a1-'la geh=mi di bi=nyi ia , a1-'la e1=mi geh bi=nyi , ngu gha vah shiau=teh yi=le ci=di geh
1884.wav|taon=tshu1 zen-kuaon1 yeu tih , ng loh-ve vah hau=zian , yi=le da-ke da-ke
1885.wav|yi=le=non khoe1=ia , nyin-ka1 ze tshon1=zan kah sah=geh geh
1886.wav|cia-sy vaon=ka hau-ku seh-gho
1887.wav|yi=le vaon=tsy ghe=ma=vah
1888.wav|vaon=ka=noe , yi=le tshiu=noe
1889.wav|zaon=he noe du-tih meh=sah=tih
189.wav|'me-ku ghau=deu yin=nyih=geh tu1=sau
1890.wav|tson=kue noe , geh tshiu-sy noe , tson=kue=zy uaon
1891.wav|te=vah , bin=bin , tse uaon=uaon gho-deu bau=bau te=vah 'la
1892.wav|e , peh1-ku , yi=le geh vaon=tsy non-kaon we tih , we tih tih gho=le vah
1893.wav|ih=si zen=zy vah da-we
1894.wav|in1=we geh tsy=nyoe ziu geh=ti tsy=nyoe , di=fi , di=bi ziu geh nge di=bi
1895.wav|zian noe-cin1=lu we , vaon=ka=we tih tih=vah 'la , ion=sen1 ion=sy
1896.wav|gha=vah=we tih , in1=we sah , tseh1=yeu tsan le
1897.wav|tau zy=mae shi1=maon yi tih-gho le-ku
1898.wav|tih gho=le ngu tau=zy sian-chi
1899.wav|tih=tau lau=tsau 'na , geh , ng-loh=zeh vae yan=di
19.wav|ze=peh kueh-cia1 lah theh-liau , sah ciau lah theh-liau
190.wav|non zen=pen tu1=sau , ngu ziu=soe tsheh=non soe=seu1 tu1=sau , ziu=soe tsheh=non , non=yeu vah yeu
1900.wav|geh vah khu-nen 'leh i=cin
1901.wav|zen-min-bi pi=zeh , non khoe1 kon1=tsy 'me=nyi paon=non tsan=ka
1902.wav|non na-nen we tih tih=noe , vah khu-nen tih=geh
1903.wav|non ma=ti su=tshe
1904.wav|lau=tsau ma khue po yan=di
1905.wav|deu=lian=khue , yi=le lah=ma ng-khue loh=khue tshih=khue geh=yi le iau1
1906.wav|e , ngu zaon=thaon1 ma-liau tseh1 tshin1=tshe ngu
1907.wav|yeu-ku the=we iau1 zeh=khue , yeu-ku the=we tshih=khue
1908.wav|geh tshin1=tshe ziu tsoe=hau chih-liau , nu=geh
1909.wav|gha-meh sah=geh hau=chih
191.wav|tsy=tsy=cin1=le
1910.wav|e , non meh , non oh=li sian1 su=tshe ih-pe-sin chih=ti sah , sah , sah=tshe 'la
1911.wav|nau , ngu ma zoh=nyih
1912.wav|sau-liau lian=khue du-ba
1913.wav|tse=zy jin=tshe tshau=yeu-ng
1914.wav|e iu1 , geh siau nyin tau iau1=chih
1915.wav|jin=tshe tshau=yeu-ng au yau
1916.wav|ziu a1-'la nga=san1 noe , yi we=kheu vah hau
1917.wav|tiau 'leh vah teh , geh vah chih e1 geh vah chih
1918.wav|geh , yan=yan vah chih yi yin yan fon1 , zi=mi geh
1919.wav|a1-'la iau1 , da-ke iau1 loh-seh=cin1 yeu 'leh eu
192.wav|ziu=zy cian , zian geh=tson deu=tsy=geh nyin ziu=zy cian fu=tih tsheh li=sih vah
1920.wav|nyan=geh chi le
1921.wav|chih meh-zy thiau1-zeh
1922.wav|'ng a1-'la geh tau vah thiau1-zeh
1923.wav|yi ziu keu-liau
1924.wav|iau1=chih ci , ih tsah1 keu-liau
1925.wav|e iau1 ma chih tseh1 ho1=tshe
1926.wav|son=tsy , yi 'na 'ma , yi son=tsy huoe=shi chih-gheh
1927.wav|e
1928.wav|ng=ma iau1=chih tshaon=ng , iau1 chih-gheh
1929.wav|ih-pe-sin geh sah=geh , e , sah=geh , wu-tsi-ng kah pi=ng kah , loe=tshih=pah=tsau1 ng=ze=vah=iau1 chih-gheh
193.wav|yi vah sian 'leh-ia
1930.wav|wu pan1 li ng=tseh1 iau1=chih kue-ng
1931.wav|tiau , yi=le , geh
1932.wav|we=kheu vah hau-ku siau=tshah=lau ze tiau le-si1 geh
1933.wav|we=kheu hau-ku nyin ze , yi vah kuoe-gheh , ze=iau1 chih-gheh
1934.wav|iu1 , a1-'la geh siau nyin te vah , yi huoe=shi chih sah meh-zy a , chih nyeu=nyoh
1935.wav|e , ngu me=ti , cin1=tsau1 me=ciau ghe-iau1 chi-ma ti nyeu=nyoh
1936.wav|ma=ti nyeu=nyoh sau=sau , yan=se1=yu
1937.wav|tsu su1 liau-tsy1 gheu tse 'ne geh yan=se1=yu tse
1938.wav|tsu=tsu ka-li a , tsu sah meh-zy a
1939.wav|ka-li ma , ziu tau nge ka-li=fen
194.wav|vah sian-liau gheu seu=le , geh we-nyi cih=soh i=gheu=tsheh le , tsheh=le ban=yeu cian , yi cian lau=waon non na-nen ven-tau geh-gheh ven=di 'la , yi cian
1940.wav|keh=meh ghon-sau ma mi-dau ze
1941.wav|sau tsin-chi le te vah , pa=ti we , pa=ti we=shian1 , a zy-a , pa=ti kue=bi lah=he
1942.wav|tse lon nge=zen=bi tiu tsin-chi
1943.wav|ghon-sau , sau=geh tsha1=vah tu1-ku zen-kuaon1 hau 'leh
1944.wav|ne=meh tse 'ne geh thu=deu pa tsin-chi
1945.wav|pa=ti lau-boh lah=he
1946.wav|e , ngu tse chi-ma nge
1947.wav|e , ngu ghe=chi kau1 yi ma ti dih-gheh
1948.wav|e nyeu=nyoh non-kaon tsin=kheu=geh nyeu=nyoh hau ghe-zy
1949.wav|ziu 'na=nyan ten-'leh li sian1 'na=nyan chi=le zy , e
195.wav|a1-'la meh sian=zah , sah=geh , ciau yi ze vu pau piau 'ne-tsheh le=khoe1 , ngu=cian khen=din geh ia
1950.wav|pin1=geh ci-seh=nyi geh le
1951.wav|zeh tsi laon geh tseh1=yeu hau=le
1952.wav|yi vah iau1 pin1 'leh tu1=sau zen-kuaon1 'leh , ton=vah ton a
1953.wav|se1=nyi ng-nyi geh nyeu nyeu=nyoh yeu=tih=zy
1954.wav|fah , hau=zian , e iu1 geh nyeu=nyoh zy sih-nyi a , sah a
1955.wav|ngu iau1 , zin=nyoe jiu=nge
1956.wav|tsen1=tson1 geh , non-kaon te=vah te a
1957.wav|a1-'la nga=san1 te=vah 'la , tsyu1=nyoh=vah zy lau=iau1 chih-gheh
1958.wav|nyeu=nyoh tsha1=vah=tu1 ka=di le
1959.wav|meh , yi=le tsyu1=tsyu1 nyoh ka=di ghe=mae jiu=geh
196.wav|yi cian yi tsu-liau lau-hau-gheh , ciau a1-'la ih=din deu=ng zeh-ve
1960.wav|e , tsyu1=nyoh ghe-iau1 se1 se1 zeh=ci
1961.wav|sah nyin chih tsyu1 nyoh geh 'la
1962.wav|ngu tau=zy , tau=zy , non geh ghe=gho tau=zy di-sin1 ngu le
1963.wav|nyeu=nyoh ghe=se1 zeh=ci khue ih=cin1
1964.wav|geh tsyu1=nyoh ghe=se1 zeh=ci khue ih=cin1
1965.wav|cih-kuen geh , lau=tsau tsyu1=nyoh ziu yeu zeh=ci khue
1966.wav|ghe=gau vah ton=yi le tsen1-ku gau=vah ton
1967.wav|na-nen we tih cia=jiu=geh
1968.wav|'ng , siau1-fi noe tsen1-ku lau=kau1 geh kon1=tsy tau=vah=kau1
1969.wav|chih-gheh meh-zy le=teh kau1 , jiu
197.wav|keh=meh non tsu-liau lau=hau , non geh te-we , non geh ve=ti khe-liau se1=sy=nyi 'leh , non ze=vu pau=piau=hau peh ngu khoe1=vah
1970.wav|nyin-ka1 kueh=nga , cian=bah=non thin , bah nyin-ka1 kaon-chi-le , 'me=kueh kah sah , sah=geh geh eu=tseu1 kueh-cia1
1971.wav|yi vah jiu geh ia yi
1972.wav|chih-gheh meh-zy lau=vah jiu=geh , ci=kah sah nyeu=nyoh kah=sah=ze bi=nyi le-si1 geh
1973.wav|iu1 , tson1=kueh nyin yi=le ze=tshau=phiau , ziu ze chih-gheh kau1=deu
1974.wav|nyin-ka1 yeu=tson ze=zy ze siau nyin geh tshau=phiau
1975.wav|siau nyin non-kaon cian=khoe1
1976.wav|ngu yi=le the-shiu1 kon1=tsy 'ne sy=tshi1=tu1 khue
1977.wav|iu1 , non ng-tshi1=tu1 khue le
1978.wav|geh ngu tseh1 kon1=lin pi-non nyan=iau1 tu1 tu1-ku zeh-nyi le
1979.wav|ngu se1-seh=ciu=nyi sy-seh=nyi yan=tsy
198.wav|ci=zoe ngu zy deu=tsy=tse , non khen=din ngu yeu jioe=li=geh , liau-cia non-ku cin=yin zaon-huaon
1980.wav|ngu doh ji-yau lian=nyi vah=soe=geh
1981.wav|e , ngu da-ke soe , in=ke soe sy-seh=nyi
1982.wav|non soe ci=ci ka=geh 'la
1983.wav|ngu tshih=se1=ka ia
1984.wav|ngu non tshih=se1=ka a
1985.wav|'ng , tshih=se1=ka kon1=lin iau1-pi a1-'la tu1 ciau1-kue
1986.wav|e , keh=meh zy-ku , 'na , 'na , 'na=zy tsah1 yeu
1987.wav|tseh1 yeu-dih-gheh ia , tseh1=yeu zy
1988.wav|ngu khoe1=zaon-chi soe=su da=vah
1989.wav|in1=we , tson=kue , tson=kue pi=ngu=siau=kah
199.wav|geh zy khen=din geh kah
1990.wav|yi1 , non da-ke e
1991.wav|vah lau=non na-nen tshe1 ngu loh-seh soe 'leh 'la
1992.wav|tau geh tih le , yeu , yeu=ti zy
1993.wav|non geh-nen keh yan=tsy lah=lah tsu ma tson=kue=zy geh soe=su , ngu zy geh-nen keh
1994.wav|ng-seh soe ma , ng-seh tsheh=deu ci1=pen meh-gheh , ngu shiau-teh-gheh
1995.wav|sian1=e1=geh lian-ku nyin ghe-iau1 nyi=ci da le
1996.wav|e , vae=tshoe1=me lau=tsau cian yi hau=zian yeu-ku tah=taon , hau=zian zy
1997.wav|zian=ngu=vah shiau=teh sah nyin lah=he , iau1 in=ciu1 te-gheh te-gheh
1998.wav|keh=meh yi na-nen meh ken1 tshiu1=san1 ih=dau=le 'la
1999.wav|vah shiau=teh , sah nyin shiau=teh yi
2.wav|poh-cin1 e=su tsy=we nyu=in1 tshe=zih
20.wav|pen=le=don , pi-faon non zy sin-thoh , pen le=zy nyin-ghaon zy pau , te=pau geh
200.wav|te=vah , feu-tseh , ngu vah shiau=teh non deu tsin-chi i=gheu=non 'ne ngu tshau=phiau lon=tau bih-gheh di=faon chi-'leh nyi
2000.wav|geh ziu=zy yi la geh zy=thi 'leh
2001.wav|tsau=dau=li ma in=ke ih=dau=le 'leh-ia
2002.wav|zyu=ku ka=iau1 tah=taon , tseh , in=ke ih=dau le-ku
2003.wav|zyu=ku cia-zyu hau-ku seh-gho , in=ke
2004.wav|yi pen=sen1 ziu , tsoe tsoe=hau siu1=iau1 zy ih=noe=ih=nyu geh
2005.wav|geh tih ci1=pen=zaon ze=zy nyu-gheh
2006.wav|r-tshia1 non zoh=sih geh nyin
2007.wav|le geh-nen keh yan=tsy geh gue=cin gho-deu
2008.wav|geh tseh1=ghaon , ghaon=moh ih-yan-gheh , dih=e1=mi kaon-chi-le
2009.wav|ten , ten-yu le tshoe1 tshyu1-nyeu pih le-ku
201.wav|geh zy di=ih-ku zy=thi , ngu kau1 a1-'la ban=yeu cian di-nyi=geh ngu deu tsin-chi tshau=phiau
2010.wav|zy-ku ia , bah 'na tsen1=hau bah 'na
2011.wav|tsau=dau=li in=ke zy-ku ia
2012.wav|geh meh-zy a1-'la ghe=gau vah ton
2013.wav|geh non , non , non zy ho ghe-zy ha 'la
2014.wav|non zy ho , ngu ghe-zy ho , a1-'la zoh-yu ho yeu ho lu ia
2015.wav|e , 'na-ku lau=bu yi=le ci=soe a
2016.wav|te-gheh ia , siau , siau-gheh lian=soe ma ziu
2017.wav|non=iau1 e geh le , loh-seh
2018.wav|loh-seh=loh soe
2019.wav|'na lau=bu tshih=sy=ka a tshih ng-ka
202.wav|'ne sah meh-zy le zaon-we
2020.wav|'na lau=bu tshih ng-ka , non in1=we lau=tsau tshih=se1=ka ma
